id,date,rawContent,replyCount,retweetCount,likeCount,quoteCount,lang,place,hashtags,mentionedUsers,user_id,user_name,user_renderedDescription,user_join_date,user_followers,user_location,user_verified,inReplyToTweetId
1557134620814082055,2022-08-09 22:39:58+00:00,#DEBATES24 Tiare aguilera dijo esto en uno de sus discursos ante la convención constitucional... https://t.co/ebkHJypWqa,0,0,0,0,es,,['DEBATES24'],,118374676,capj1970,Ex-seleccionado de Waterpolo🤽🏽‍♂️ de Chile🇨🇱 . Envueltos en misteriosos conjuros y con la prisa de no equivocarnos demasiado: ¡Hasta la victoria siempre! 🇪🇸.,2010-02-28 13:40:23+00:00,993,"Junto al camino, Guadalajara",False,None
1557131355422466048,2022-08-09 22:26:59+00:00,"@matiasjeann @SebaJauresG @ServelChile Miente - Miente que algo va a quedar 
Te suena ???
La Mentira descarada, el engaño desvergonzado, ha sido el instrumento central de la campaña del retraso y no comenzó con la franja, comenzó el día 1 desde q se instalo la Convencion Constitucional...
#AprueboSinMentiras",0,2,1,0,es,,['AprueboSinMentiras'],"[User(username='matiasjeann', id=914133830163976192, displayname='Matías Jeanneret', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None), User(username='SebaJauresG', id=167545449, displayname='Sebastián Jaures G', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None), User(username='ServelChile', id=574044303, displayname='Servicio Electoral', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",1186738080667095040,SergioV53101630,"#SoyDel38% ✊
Al Fascismo se le destruye
El Diálogo no es para las bestias 
J. Saramag

Fachos sigan de Largo....

Tengo la Sangre Roja y mi ❤ 
a la Izquierda.",2019-10-22 20:16:44+00:00,2405,"North-East Region, Singapore",False,1556823781347246080
1557120151253700613,2022-08-09 21:42:28+00:00,"Testimonio abismante.
Yo tampoco #apruebo
#convencionconstitucional 
#NuevaConstitucionParaChile https://t.co/fIG1YSALCQ",0,0,0,0,es,,"['apruebo', 'convencionconstitucional', 'NuevaConstitucionParaChile']",,1189555993329438721,Julia07676876,No se puede levantar al asalariado destruyendo a quien le contrata. A. Lincoln,2019-10-30 14:54:20+00:00,2595,,False,None
1557105787608018944,2022-08-09 20:45:24+00:00,@Rmontero_ O sea estas exterminando con  el octubrimo q reinó en la convención constitucional ?,0,0,0,0,es,,,"[User(username='Rmontero_', id=291707060, displayname='Ricardo Montero Allende', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",32474966,Sergio_Valech,Periodista. Amo el baile y el cine,2009-04-17 16:48:32+00:00,2888,"Santiago, de Chile",False,1555302514404184065
1557105447500255232,2022-08-09 20:44:02+00:00,"@rcastillomurill Yo no entiendo como partidos políticos y el congreso, puede venir a atribuirse la autoridad, q nadie les dio, de cambiar una constitución aprobada por los ciudadanos de este país. Nosotros aprobamos una nueva Convención Constitucional, ellos debían redactar el texto. Wnes balzas.",1,0,0,0,es,,,"[User(username='rcastillomurill', id=56798495, displayname='Rodrigo Castillo M.', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",1407525404273938447,BrioCintia,"Mujer Cantautora, Emprendedora y Taurina a cagar.",2021-06-23 02:28:24+00:00,89,,False,1556974634179776513
1557102141218643968,2022-08-09 20:30:54+00:00,"Diálogo Constituyente en CORFAL contó con participación de ex vicepresidente de Convención Constitucional 

Lee más en nuestro sitio web ➡️ https://t.co/WHu0qy1Cy7 https://t.co/kcntPdt4sV",0,0,0,0,es,,,,224639327,corfal_arica,"ONG ariqueña sin fines de lucro, desde 1988 trabajando con niñas, niños, adolescentes y sus familias en riesgo o vulnerabilidad social",2010-12-09 14:04:08+00:00,667,"Arica, Chile",False,None
1557096251610497026,2022-08-09 20:07:30+00:00,"En la convención constitucional presentaron 3 veces indicaciones para dejar fuera a la materia penal del sistema de justicia indígena. Y las tres veces fue rechazada. ¿En que se basan hoy para decir que está fuera?
Mentir nunca es buen oficio.",4,1,8,0,es,,,,159266218,NachoOrtega,“Mamá... dice Doña Elisa que nos vayamos todos a la mierda”,2010-06-24 22:47:08+00:00,12227,Chile,False,None
1557091637460930568,2022-08-09 19:49:10+00:00,"Con todo respeto señor presidente @gabrielboric primero tiene que ganar el #Apruebo! No es el momento, el foco debe estar en la campaña por la #NuevaConstitucionParaChile! En el plebiscito ganó #convenciónconstitucional no la mixta. NO LE HAGA EL JUEGO A LA DERECHA! #AprueboFeliz",0,0,0,0,es,,"['Apruebo', 'NuevaConstitucionParaChile', 'convenciónconstitucional', 'AprueboFeliz']","[User(username='GabrielBoric', id=73981088, displayname='Gabriel Boric Font', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",37112680,jedomm,"Me encanta el Arte.
En 🦣 @jedomm@mastodon.social 
Felizmente Enamorado. Ich habe mein Herz in Heidelberg verloren. 
#MatrimonioIgualitario #ElAmorEsAmor",2009-05-02 02:13:42+00:00,3588,"Santiago, Chile",False,None
1557091440492265473,2022-08-09 19:48:23+00:00,"@El_Ciudadano Con todo respeto señor presidente @gabrielboric primero tiene que ganar el #Apruebo! No es el momento, el foco debe estar en la campaña por la #NuevaConstitucionParaChile! En el plebiscito ganó #convenciónconstitucional no la mixta. NO LE HAGA EL JUEGO A LA DERECHA! #AprueboFeliz",0,0,1,0,es,,"['Apruebo', 'NuevaConstitucionParaChile', 'convenciónconstitucional', 'AprueboFeliz']","[User(username='El_Ciudadano', id=14445094, displayname='El Ciudadano', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None), User(username='GabrielBoric', id=73981088, displayname='Gabriel Boric Font', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",37112680,jedomm,"Me encanta el Arte.
En 🦣 @jedomm@mastodon.social 
Felizmente Enamorado. Ich habe mein Herz in Heidelberg verloren. 
#MatrimonioIgualitario #ElAmorEsAmor",2009-05-02 02:13:42+00:00,3588,"Santiago, Chile",False,1557090269555736585
1557089733301395456,2022-08-09 19:41:36+00:00,"""Lo que hay en el texto constitucional es un reflejo de lo que fue la mayoría de la Convención Constitucional, que es un ánimo de revancha, sobre todo hacia el rol de las policías y a la obligación del Estado respecto al orden público"". Blumel",0,10,7,0,es,,,,1452965868,FridaSiKahlo,http://TUITERADICTA.Viajante.Libre pensadora. Libertad!Vehementemente anticomunista. El comunismo es un cuento de hadas con cien millones de muertos. Escohotado,2013-05-24 02:00:17+00:00,77638, Otra parte. En la oposición,False,None
1557076019512754176,2022-08-09 18:47:06+00:00,"El ""amor"" del Rechazo:

- Celebrar un golpe de estado.
- Celebrar muertes, detenciones y desapariciones de opositores a dictadura (entre ellas, un gran cantautor).
- Celebrar mutilaciones oculares.
- Tratar de ""culiá"" a la convención constitucional.",0,0,0,0,es,,,,59032727,Anibalmc89,33 años. Ingeniero Informático. Guionista. Historietista amateur. LGBT.,2009-07-22 04:17:22+00:00,1307,"Temuco, Chile",False,None
1557073450652651520,2022-08-09 18:36:54+00:00,Estado de excepción y fin a la reelección presidencial: Los consensos dentro de Socialismo Democrático si gana el Apruebo . SIGNIFICA DARLE UN PORTAZO A LA CONVENCIÓN CONSTITUCIONAL Y A LA CIUDADANÍA. Socialismo Oligarquíco. #AprueboASecas  https://t.co/q6Yro9RHgR,0,3,3,0,es,,['AprueboASecas'],,2440591579,Lau_Nehuen,Otro mundo es posible. La tierra es una sola y está pariendo un corazón.,2014-04-12 20:45:53+00:00,8069,,False,None
1557058533635620866,2022-08-09 17:37:37+00:00,"@kavezeta_uc_mfc para entender si fue en los días que se creían dioses (""soy el vicepresidente de la Convención Constitucional y le exijo la liberación de los constituyentes ahora”) o ahora que los tienen a todos escondidos",0,0,0,0,es,,,"[User(username='kavezeta_uc_mfc', id=154393366, displayname='Kavezeta 🌲', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",32079279,ignaciomorgan,"hinchadamonumental.cl
Los 11 bit.ly/2OtsaXy
Campeón en la Quiebra bit.ly/2Wqx6Ae
Retweets y likes ≠ endorsement",2009-04-16 18:42:50+00:00,6417,"Santiago, Chile",False,1557034834253463552
1557055817123332096,2022-08-09 17:26:50+00:00,"@MegafonoPopular Esos 20 diputados serán los reformarán el texto que se apruebe el 4-9, cortesía de la misma Convención Constitucional ;)",0,0,0,0,es,,,"[User(username='MegafonoPopular', id=529460385, displayname='MegafonoPopular®', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",1510355723603124230,VAI76311866,"Ingeniero, entropico y maniatico",2022-04-02 20:37:41+00:00,60,,False,1557051241762410496
1557053509333401600,2022-08-09 17:17:39+00:00,"@TitoOsvaldo @cultrun @mcubillossigall @latercera Nunca dije que todos los que aprueban son comunistas.
 Y el 4 no hay opción de avanzar, solo de quedar igual o retroceder.

Cuéntame por favor de 1 país en el mundo que luego de una convención constitucional haya mejorado sustancialmente la calidad de vida de sus habitantes.",1,0,0,0,es,,,"[User(username='TitoOsvaldo', id=327216226, displayname='Tito Osvaldo (TOCO)', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None), User(username='cultrun', id=21121637, displayname='John Müller', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None), User(username='mcubillossigall', id=968552547144404994, displayname='Marcela Cubillos Sigall', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None), User(username='latercera', id=3222731, displayname='La Tercera', rawDescription=None, renderedDescription=None, descriptionLinks=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, link=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",353498621,fcardenasbozzo,"Admirador de Jesús, padre de familia, ingeniero. El estado debe velar por la protección de la vida, libertad y propiedad; basado en el principio de no agresión.",2011-08-12 04:59:16+00:00,222,"Insultas, te bloqueo ",False,1556991183909359616
